row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
42,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Total number,NA,2013
42,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,NA,NA,2013
42,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,Parental education attainment (%),All,NA,2013
42,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,High school or less,NA,2013
42,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Some collegea,NA,2013
42,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Bachelor's degree,NA,2013
42,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Advanced degree,NA,2013
43,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,NA,NA,2013
43,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Total number,815,2013
43,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,NA,NA,2013
43,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,Parental education attainment (%),All,100,2013
43,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,High school or less,16.4,2013
43,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Some collegea,16.7,2013
43,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Bachelor's degree,22.3,2013
43,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Advanced degree,44.5,2013
44,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,NA,NA,2013
44,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Total number,828,2013
44,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,NA,NA,2013
44,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,Parental education attainment (%),All,100,2013
44,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,High school or less,21,2013
44,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Some collegea,18.8,2013
44,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Bachelor's degree,27.4,2013
44,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Two or more races,NA,Advanced degree,32.7,2013
45,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Total number,NA,2013
45,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2013
45,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,NA,2013
45,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,High school or less,NA,2013
45,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,NA,2013
45,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,NA,2013
45,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,NA,2013
46,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2013
46,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Total number,221,2013
46,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2013
46,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,100,2013
46,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,High school or less,16.3,2013
46,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,11.8,2013
46,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,28.1,2013
46,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,43.9,2013
47,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2013
47,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Total number,223,2013
47,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2013
47,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,100,2013
47,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,High school or less,15.2,2013
47,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,20.2,2013
47,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,31.4,2013
47,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,33.2,2013
48,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Total number,NA,2013
48,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,NA,NA,2013
48,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,Parental education attainment (%),All,NA,2013
48,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,High school or less,NA,2013
48,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Some collegea,NA,2013
48,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Bachelor's degree,NA,2013
48,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Advanced degree,NA,2013
49,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Total number,168,2013
49,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,NA,NA,2013
49,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,Parental education attainment (%),All,100,2013
49,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,High school or less,21.4,2013
49,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Some collegea,16.1,2013
49,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Bachelor's degree,18.5,2013
49,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Advanced degree,44,2013
50,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Total number,171,2013
50,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2013
50,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,Parental education attainment (%),All,100,2013
50,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,High school or less,28.7,2013
50,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Some collegea,17.5,2013
50,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Bachelor's degree,21.1,2013
50,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Advanced degree,32.7,2013
51,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2013
51,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Total number,NA,2013
51,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2013
51,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,Parental education attainment (%),All,NA,2013
51,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,High school or less,NA,2013
51,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Some collegea,NA,2013
51,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Bachelor's degree,NA,2013
51,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Advanced degree,NA,2013
52,2,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Total number,NA,2013
52,3,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,NA,NA,2013
52,4,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,Parental education attainment (%),All,NA,2013
52,5,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,High school or less,NA,2013
52,6,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Some collegea,NA,2013
52,7,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Bachelor's degree,NA,2013
52,8,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Advanced degree,NA,2013
53,2,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Total number,NA,2013
53,3,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,NA,NA,2013
53,4,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Parental education attainment (%),All,NA,2013
53,5,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,High school or less,NA,2013
